DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore
D02975,Donald,Cooper,nicholas38@johnson.net,+1-660-194-6116x08107,Dillonland,HI,25473,9/1/2022,23,6349.88,No,11
D02976,Julie,Thomas,timothy36@hotmail.com,525-486-1508x5511,Jerryview,IN,53207,2/5/2025,17,12635.6,Yes,69
D02977,John,Goodman,ewilson@yahoo.com,8030615471,West Jill,AZ,60899,12/20/2023,16,781.8,No,33
D02978,Toni,Conrad,itaylor@hotmail.com,5787037131,Crawfordstad,NV,89052,12/8/2022,28,3312.62,Yes,19
D02979,Gary,Sanders,churchlisa@sandoval.org,942-710-0366,East Abigailburgh,WI,4942,10/6/2024,2,22167.01,No,16
D02980,Nicole,Parker,delacruztammy@gmail.com,(063)287-9881x59456,Justinburgh,RI,32542,5/9/2023,20,18796.96,Yes,99
D02981,Christopher,Benitez,andersondavid@hotmail.com,001-069-559-9152x4275,West Linda,WI,89265,5/29/2022,20,10583.25,Yes,11
D02982,Jenna,Velasquez,johnlewis@yahoo.com,+1-090-161-5364x43162,Josechester,CA,58950,7/27/2023,27,12938.42,No,75
D02983,Danielle,Smith,ajones@wong.com,003.004.5208,Port Robert,MD,80063,1/24/2023,14,9262.57,Yes,74
D02984,Olivia,Jones,michellemarsh@gmail.com,001-235-096-8888x31149,Brandtfort,IA,56289,1/9/2023,3,18524.68,No,98
D02985,Sean,Horton,clarkholly@stephens-lopez.info,(386)768-4441x2191,Justinland,TX,27709,11/16/2024,23,19609,No,69
D02986,Joseph,Warren,ubutler@macias.com,062.217.8942x6032,Clayton,CO,34303,9/24/2024,12,19086.86,Yes,87
D02987,John,Pena,bhall@yahoo.com,390291542,Justinbury,CA,57989,6/11/2024,8,18070.84,Yes,55
D02988,Carlos,Quinn,millsanthony@hotmail.com,(942)839-8112x105,East Mariamouth,MI,25348,11/26/2023,2,5128.52,No,25
D02989,Jonathan,Jackson,donald28@fernandez.com,001-701-244-2360,Carrieberg,AK,64138,3/30/2024,4,8462.49,Yes,93
D02990,Daniel,Brooks,tlawrence@hotmail.com,001-256-732-2917x123,West Danielchester,LA,86287,2/9/2024,14,11756.74,No,77
D02991,Aaron,Padilla,amandazamora@hotmail.com,001-209-554-0934x3688,Jenningsshire,HI,61880,7/7/2023,16,8283.21,No,96
D02992,Paul,Gonzalez,vstephenson@gmail.com,(914)803-0665x69300,Tammyborough,WA,37206,7/4/2024,19,18878.41,Yes,34
D02993,Jessica,White,christianrobinson@jackson.info,001-903-875-5676x1342,North Terri,CA,24060,8/9/2024,2,8247.25,Yes,12
D02994,Tanya,Fry,jasonmoore@clark.biz,-1146,Lake Alberttown,CO,77328,2/7/2024,12,3473.04,No,88
D02995,Nicole,Hayes,david77@hotmail.com,272-051-3954x1491,Dayberg,OH,46878,10/24/2023,29,9988.03,No,21
D02996,Trevor,Olsen,ronaldweaver@hotmail.com,001-611-128-4256x19623,East Cameron,MT,2159,12/10/2023,14,24498.26,Yes,29
D02997,Nicholas,Lopez,thomasrice@hotmail.com,001-268-625-1377x27690,East John,DC,54574,3/24/2022,6,5662.52,Yes,51
D02998,Amy,Brown,bowenedward@hotmail.com,(559)084-8310x344,West Joyburgh,NE,57713,9/11/2022,13,15311.72,No,23
D02999,Craig,White,rhoffman@yahoo.com,(943)074-9820x97681,Kyleland,PA,98829,2/15/2023,4,10835.67,No,33
D03000,Timothy,Malone,russellelizabeth@colon.com,(788)890-1226,Ashleymouth,IA,71000,1/7/2024,22,1794.19,No,8
D03001,Michelle,Green,bsanchez@gmail.com,+1-951-906-2944x205,South Brandiborough,SD,89579,7/7/2023,18,12207.16,No,42
D03002,Debra,Barrera,micheleyork@porter-reeves.com,(030)657-1287,Lake Caitlin,NV,3235,5/14/2022,12,17560.06,No,77
D03003,Gloria,Ortiz,mark58@thornton-harrison.com,(334)808-0136x049,New Brenda,IN,56296,9/2/2022,20,12840.23,No,69
D03004,Francisco,Sims,owalker@bryan.info,742-142-5482x7189,Jamesside,IA,53641,10/25/2023,27,21805.21,No,41
D03005,Charles,Weber,jenna40@maddox.biz,-3109,South Sierrashire,ND,49857,9/17/2022,22,7237.65,No,74
D03006,Megan,Oneill,dstafford@johnson.net,(584)707-2176,Port Allen,ND,80928,12/15/2023,21,2174.5,No,63
D03007,Kenneth,Martin,kristina64@booth-stevens.net,+1-995-905-3044x319,South Michael,UT,68647,10/15/2022,19,23415.41,No,14
D03008,Lucas,Carter,norman04@yahoo.com,406.395.9070x097,Dannyton,AK,72937,10/18/2023,8,9467.34,No,88
D03009,Stephanie,Gray,oporter@gmail.com,073-397-3510x9093,Kellyhaven,MA,14487,4/4/2022,7,14418.61,No,62
D03010,Charles,Hill,cindyjones@martin.net,+1-318-683-9859x14693,Lake Eileenland,WV,76922,12/7/2022,16,19804.24,No,75
D03011,George,Peterson,qjohnson@yahoo.com,(663)918-9009x1807,Stricklandberg,DE,72321,8/29/2022,19,8121.36,Yes,46
D03012,Nicholas,Richards,ericagreen@aguilar-watkins.com,218.951.4197,Wilsonville,IN,3720,3/6/2024,6,17909.79,Yes,67
D03013,Jessica,Woods,fhill@johnson-peters.com,001-348-607-1775x450,Millerbury,TX,71650,7/13/2023,20,3402.76,No,93
D03014,Amy,Chambers,millersherry@perez.org,568.680.4779x0013,Port Frank,ID,71768,7/27/2024,27,7296.52,Yes,53
D03015,Rachael,Garcia,allensierra@davis-malone.com,-3558,East Jennifer,NC,40646,1/1/2025,21,3634.87,No,52
D03016,Christopher,Brown,michaeldunn@flores.com,+1-211-705-9466x961,Shawhaven,ME,42782,12/17/2023,11,20284.54,Yes,94
D03017,Brooke,Walton,pottsmichael@clark.com,797-938-9269x481,Davidville,HI,14771,7/3/2022,5,5581.78,No,7
D03018,Christina,Smith,iellis@hotmail.com,352.954.0054,Harrismouth,MO,47592,5/21/2022,16,17940.74,Yes,81
D03019,Timothy,Aguilar,xmartin@yahoo.com,304-214-3166x51899,West Kevinberg,AR,46413,9/19/2024,7,23583.59,No,84
D03020,Anthony,Huerta,sara59@keller-richardson.org,001-940-364-0298x16878,Russellmouth,KY,28641,2/19/2023,27,13203.75,No,54
D03021,Sherri,Davis,susan59@yahoo.com,+1-332-621-0038x5894,South Kimborough,OK,58919,6/2/2022,5,13509.93,Yes,11
D03022,Frederick,Boyd,anthony55@hotmail.com,291.551.5219x8362,Anthonyhaven,ND,90429,5/29/2022,11,11536.62,No,25
D03023,Pamela,Smith,tanderson@miller.com,081.726.0761,Rayport,CO,35329,4/15/2023,15,8160.74,Yes,59
D03024,Eric,Morrison,claudiamcmahon@edwards.com,(420)441-5682,Ryanstad,OR,1763,3/8/2024,3,11901.86,Yes,88
D03025,Craig,Hatfield,dunlappatricia@brewer.com,001-072-799-9949x9401,Nguyenberg,OR,5138,9/3/2022,26,15078.13,No,66
D03026,Jamie,Juarez,cole19@hotmail.com,001-898-926-6293x674,East Zacharyborough,SD,83409,3/7/2024,5,24650.07,Yes,27
D03027,James,Frederick,evansrebecca@phillips-phillips.com,8656002295,Josephshire,WI,58925,8/30/2023,23,23445.36,No,83
D03028,Heidi,Kennedy,billyroman@wells.org,001-703-493-5534x17607,Nelsonbury,MI,52709,8/26/2023,21,21556.58,Yes,58
D03029,Jennifer,Rogers,gharris@hotmail.com,+1-876-799-3689x195,Kevinmouth,RI,86923,6/10/2024,5,22230.48,No,93
D03030,Jessica,Jordan,stephanie35@garrison.com,(098)463-4777,North Maureenland,OR,85038,6/23/2022,9,11706.87,No,11
D03031,Joseph,Wood,alec29@gmail.com,154-633-4419x012,North Andrew,OR,47780,12/10/2023,15,16442.96,No,55
D03032,Juan,Wu,keithhouston@gmail.com,-9591,Garcialand,CO,74005,6/26/2022,3,22378.77,No,19
D03033,John,Key,thompsonjennifer@hotmail.com,480.155.9720x565,Lake Jamie,SC,28329,9/20/2022,29,9835.91,No,92
D03034,Brandon,Montoya,jennifer25@armstrong-aguilar.com,(271)926-8075,Barrettview,VA,37872,10/19/2023,6,24044.83,No,39
D03035,Ashley,Everett,sara79@davis-mcbride.com,967083388,Lake Brian,MN,15698,3/28/2022,17,10406.34,No,85
D03036,Mary,Ortega,kevin01@yoder.com,001-806-973-3828x789,Lake Ashleytown,UT,27192,3/25/2023,26,15035.04,Yes,90
D03037,Eric,Gray,joyce34@mckinney.org,+1-917-235-2881x5136,Sheppardmouth,HI,85304,2/6/2025,21,17750.92,No,86
D03038,Michael,Brown,patriciapatterson@yahoo.com,+1-928-710-0239x770,Troybury,WY,54175,5/8/2024,8,23765.79,Yes,70
D03039,Ronald,Kelly,tristanroberts@wilson.com,313-455-1638x883,Soniaton,NV,89611,8/31/2023,21,6130.51,Yes,11
D03040,Kelly,Rivera,christineandrade@harris.com,(899)710-5754,Millerport,ID,86783,5/20/2024,25,18658.35,No,14
D03041,Ebony,Garcia,ann29@hotmail.com,001-981-118-0981x660,Port Williamshire,ID,28818,7/9/2023,11,13029.97,No,60
D03042,Caroline,Bryant,laneerica@pacheco-moore.com,001-898-911-2814x7143,Hillville,WV,34340,11/9/2023,6,6728.56,No,36
D03043,James,Hale,palmerchad@lee.net,-889,Thomasburgh,IL,88472,6/1/2024,8,19419.64,No,41
D03044,Anthony,Hardy,ramosedward@ibarra-garrett.info,+1-690-070-5530x962,New Michael,ID,88198,5/2/2023,10,13814.51,Yes,2
D03045,George,Barron,terri17@smith.com,001-771-869-8683x0177,Port Christopher,MD,76699,3/17/2023,24,16531.13,Yes,57
D03046,Kelly,Taylor,barronlaura@roberts-morris.com,(260)949-2745x37956,New Chad,VT,96692,7/30/2024,29,8086.07,Yes,60
D03047,Christopher,Guzman,jenniferharrington@hines.com,+1-682-606-9280x417,Howeport,MI,15661,9/6/2022,3,12042.22,No,20
D03048,Megan,Melton,russell71@yahoo.com,+1-588-303-3500x376,Cookbury,PA,19498,7/4/2022,23,15441.51,No,22
D03049,Kyle,Ramirez,tcooper@yahoo.com,(002)855-0384x7106,Ruizfort,NE,6502,3/22/2022,14,10134.67,Yes,4
D03050,Raymond,Lyons,karen25@hotmail.com,973.173.6723x10109,Stephenton,NE,74405,3/27/2022,23,4975.35,No,56
D03051,Tracy,Briggs,jeremypetersen@hotmail.com,597-513-0120x7308,Bethberg,IA,73360,10/18/2023,14,24041.78,No,93
D03052,Donna,Richardson,fostermary@jimenez.com,634-811-0502,Lake Karentown,WY,62449,2/16/2023,10,12796.46,No,58
D03053,Christopher,Montgomery,kaylee70@malone.org,001-725-772-6195x84361,Timothyfort,KS,54728,9/24/2023,12,18353.33,No,88
D03054,Amy,Hopkins,bruceross@yahoo.com,001-273-585-8243x482,South Tiffanyfort,PA,79507,9/6/2022,6,10287.96,No,65
D03055,Jackson,Alvarez,reedcathy@sloan-huffman.biz,(808)576-2362,South Jennifer,WA,87764,9/5/2022,12,8891.19,No,88
D03056,Nicole,Gutierrez,michelletaylor@gmail.com,916.135.0248,East Kimberly,TX,36367,6/17/2022,23,10190.96,Yes,58
D03057,Mike,Lopez,fbrown@harmon.net,+1-552-568-7088x06357,Amyfort,SC,11758,11/16/2023,14,10241.73,Yes,30
D03058,Sean,Andersen,carpentermichelle@hill.net,(989)820-5413,North Austin,AZ,68656,9/16/2023,2,13613.62,Yes,76
D03059,Jose,Rosario,johnrobinson@gmail.com,282.912.7164x316,Fernandezton,MS,83042,11/7/2023,9,13595.88,No,19
D03060,Steven,Hess,imorgan@carter-keith.net,+1-580-068-4116x020,South Jasmine,TN,23594,3/11/2025,10,12438.9,No,62
D03061,Jeremy,Smith,johnrogers@smith.net,001-122-125-8472x3874,West Michaelton,KY,42285,1/14/2024,26,3386.95,No,68
D03062,Joseph,Ward,ginapierce@yahoo.com,489.369.8022x50913,West Heidimouth,OK,86925,2/6/2024,17,12411.97,Yes,79
D03063,Bryan,Williams,leslie13@hotmail.com,(781)374-2141x570,New Sarah,IN,38339,9/8/2023,17,4244.22,No,84
D03064,Karen,Aguirre,nharrington@stone-martin.com,001-952-104-6059,North Patricia,ID,15068,10/23/2024,3,3170.87,No,44
D03065,Elizabeth,Nguyen,ndaniels@hotmail.com,-2049,West William,MI,45962,6/13/2024,19,23317.49,No,84
D03066,Christopher,Wallace,randyhart@hotmail.com,001-614-943-4050x1368,Sarahfort,TN,12350,3/14/2024,1,15131.65,No,61
D03067,Maurice,Lawson,stephaniepatel@scott.biz,945-754-5235,Hardyfurt,IA,46531,4/24/2024,12,16494.06,No,21
D03068,Amber,Ross,tdiaz@yahoo.com,(897)295-5055x241,Port Stacy,TX,52537,1/21/2025,7,10056.81,Yes,10
D03069,Tara,Salazar,zachary74@gmail.com,087-154-0992,South Jackland,AZ,68122,9/14/2024,4,22726.34,Yes,30
D03070,Brittany,Miller,travisdavis@gmail.com,(934)662-9725,Kaylamouth,NH,9447,9/18/2023,10,15955.5,Yes,24
D03071,Angela,Patterson,danielcook@gmail.com,001-483-545-9957x2634,Port Adam,WY,80713,6/8/2024,13,19233.86,No,48
D03072,Mary,Huynh,hross@yahoo.com,550.023.0972x96782,Masonburgh,FL,93448,6/22/2024,2,9226.69,Yes,55
D03073,Loretta,Galvan,adam11@hotmail.com,-10232,Kingview,AL,14503,9/22/2023,10,24001.1,No,52
D03074,Robert,Hatfield,lauren57@gmail.com,062-094-3410x230,New Steveport,IN,38198,3/30/2023,21,20515.12,No,38
D03075,Amanda,Vincent,jennifer61@gutierrez.com,301-132-6339,South Diane,NM,24287,4/14/2022,22,21351.63,Yes,67
D03076,Michelle,Stein,paul03@jones-black.com,-8049,Muellerland,MT,40033,8/22/2024,25,4321.41,No,93
D03077,Thomas,Navarro,pattonmatthew@hotmail.com,348.153.9122x1904,North John,WI,30353,12/15/2023,4,6788.66,Yes,8
D03078,Nicole,Carter,qmata@gmail.com,605.690.4364,Garciastad,ND,70849,11/6/2022,18,7154.95,No,29
D03079,Thomas,Lee,noahmullins@gmail.com,001-446-944-2110x670,Port Chloeberg,AL,89564,6/6/2022,5,6787.31,No,10
D03080,Christian,Thomas,rdavis@gmail.com,+1-905-303-2615x187,South Bethany,IN,38358,9/6/2024,19,21388.1,Yes,69
D03081,Raven,Meyer,natalie45@braun-abbott.com,040-446-4638,Brendaland,MS,41443,4/24/2024,2,816.48,No,75
D03082,Jennifer,Armstrong,ojohnson@gmail.com,001-892-284-0144,Powellland,MO,68337,11/18/2022,12,1920.98,No,68
D03083,Wayne,Vincent,burkerobert@hernandez.com,001-979-057-3580x5416,Port Nicole,IL,49623,12/9/2022,17,6862.39,No,49
D03084,Rachel,Wagner,rmeadows@gmail.com,189.275.0069,Elizabethshire,ND,70231,2/9/2024,10,5012.83,No,58
D03085,Lauren,Anderson,zmanning@myers.com,(153)900-5067,North Conniemouth,KY,99572,6/8/2022,2,5811.85,Yes,35
D03086,Erica,Robles,dunlapmark@hotmail.com,001-481-798-9033x039,Lake Christophermouth,SD,69724,5/17/2024,6,19952.62,No,50
D03087,Christine,Turner,whitneybrenda@yahoo.com,758.130.1217,Banksview,NE,56081,6/4/2023,8,14086.9,Yes,40
D03088,David,Nunez,russellsamantha@johnson-wilson.com,9944957181,Mendozaland,SC,72450,10/31/2022,29,164.15,Yes,12
D03089,Katherine,Dunn,melissa03@yahoo.com,410.290.6169,Joneston,DC,52942,5/28/2022,19,10744.48,Yes,85
D03090,Gerald,Baxter,jacob77@gmail.com,853-610-6707,West Luisfurt,CO,27157,7/25/2023,11,10208.97,Yes,16
D03091,Tracey,Jackson,fthompson@rivera.com,(967)025-8912x7177,West Scottport,KY,28914,11/21/2022,25,2866.35,No,78
D03092,Teresa,Griffin,brittneykelly@yahoo.com,268.578.1052,Lake Preston,OH,8351,11/23/2023,12,16910.02,Yes,85
D03093,Lindsey,Wilson,sjohnston@gmail.com,941.686.3185x52567,West Derekborough,IN,30140,3/24/2022,9,17558.39,No,48
D03094,David,Bates,skirby@kirk-anderson.com,(787)905-4116x6911,South Justin,ME,59540,5/24/2023,2,18027.91,No,91
D03095,Rodney,Allen,coffeydaniel@small.com,(340)524-2699x696,South Kimberly,NY,82715,3/6/2025,8,18217.2,No,100
D03096,Vanessa,Lewis,josephmurray@hotmail.com,001-768-699-0078,East Patrick,NY,23184,6/28/2024,26,21.32,No,1
D03097,Ryan,Mullins,brenda35@hotmail.com,(816)041-3796,Evanston,NM,21236,1/19/2023,11,23848.94,Yes,65
D03098,Wendy,Keller,jdawson@morrow.com,049-703-8341x031,West Saraville,DE,10227,6/9/2024,28,20358.94,No,22
D03099,Courtney,Davis,mcdanielfrances@gmail.com,155-770-1830,Powellstad,TN,70947,3/27/2022,21,22601.46,No,15
D03100,Mary,Graham,wallacesteven@martinez.org,+1-784-908-2456x09432,Dawsonborough,VT,16901,1/18/2024,4,410.77,Yes,84
D03101,Jonathan,Baldwin,shane13@gmail.com,1302239354,North Christopher,HI,1736,2/15/2025,10,23347.79,No,67
D03102,Renee,Martin,anita14@gmail.com,3571338447,North Bethview,VA,32559,8/21/2022,21,20248.52,No,14
D03103,Robin,Hickman,jennifer28@bowman.com,(781)219-6573,Nicolefurt,SC,21037,8/6/2024,20,20933.73,Yes,73
D03104,Carl,Orr,michele79@hotmail.com,(154)960-6607x664,Priceshire,OR,24051,8/29/2022,16,2350.32,Yes,19
D03105,Paul,Miranda,brandontaylor@gray-walsh.info,124.346.8348x5497,New Laura,HI,26671,4/17/2023,8,18474.68,Yes,40
D03106,Ray,Robinson,petersonann@daniel.info,157-980-0583x26973,Crawfordview,OH,88753,10/8/2024,4,23998.72,No,98
D03107,Mark,Scott,charles07@ray.com,(063)017-9821x0959,Lopezmouth,IL,83013,2/17/2023,29,16970.11,No,4
D03108,Joshua,Alvarez,yscott@hotmail.com,(783)328-5968,Huntport,UT,86734,1/28/2024,10,14272.62,No,33
D03109,Stephen,Merritt,kiddmelissa@brown.info,451.161.0651,Toddshire,AZ,64850,1/27/2023,12,23641.83,No,43
D03110,Morgan,Martinez,gerald47@gmail.com,138-222-6293x65883,Traceyberg,AL,9408,7/17/2022,29,11084.57,No,37
D03111,Kristin,Taylor,johncooke@hotmail.com,996-052-0488x252,Danielmouth,ME,40049,10/30/2022,14,14990.35,No,66
D03112,Cindy,Nichols,anita77@gmail.com,(791)388-5158x6940,North Natalie,GA,19790,9/21/2023,16,11918.93,No,27
D03113,Alexandra,Swanson,hcastro@thomas.com,+1-487-188-2991x780,South Anitastad,WY,71593,7/8/2024,22,23322.5,No,45
D03114,Robert,Davis,potterjessica@clayton.com,001-766-154-5806x18700,West Virginia,TX,58336,7/13/2024,18,1920.6,No,81
D03115,Robert,Holt,larmstrong@gmail.com,365-122-0163,Sanchezborough,TN,58876,11/26/2023,21,12537.97,No,50
D03116,Eddie,Wiggins,bjenkins@gmail.com,(769)136-4725x985,New Williamton,HI,38573,6/2/2024,22,17180.07,No,95
D03117,Brianna,Huynh,renee38@gmail.com,(842)122-8985x3541,East Katiefurt,NY,68125,2/25/2023,21,19801.83,No,63
D03118,Katherine,Miranda,tbrown@yahoo.com,301-942-6736x325,Patricialand,PA,68683,3/3/2023,12,14583.81,Yes,6
D03119,Sheila,Burke,mackaaron@lopez.info,531-043-0804,New Melissashire,MO,9607,8/5/2022,18,22724.77,Yes,95
D03120,Sara,Schneider,griffinlisa@meyer-brown.net,310-025-9047x54769,West Emilyside,SC,50242,1/27/2024,7,23550.95,No,67
D03121,Anna,Bennett,lwalton@gmail.com,713-595-1846,Clairechester,VA,27970,1/23/2024,20,1626.69,Yes,67
D03122,Craig,Love,jimenezmary@johnson.com,001-172-847-1271,Port Denise,AZ,7567,3/24/2023,24,10071.22,No,97
D03123,Justin,Fitzgerald,brittney67@hotmail.com,+1-927-241-9878x333,Lauriehaven,MI,77128,9/10/2023,23,606.01,No,59
D03124,Amanda,James,rgrimes@gmail.com,065.597.6135,Bowmanville,ID,1328,11/10/2024,7,8248.83,Yes,13
D03125,Maurice,May,brian74@hotmail.com,220-227-9617x70012,Shawntown,IN,19595,4/23/2022,9,13430.97,Yes,21
D03126,Robert,Hoffman,randall72@yahoo.com,-3549,Port Michaelahaven,DC,87897,11/9/2024,1,22771.66,Yes,64
D03127,Patrick,Chase,rward@gmail.com,-11189,New Megan,IL,61023,2/20/2025,26,21166.93,Yes,37
D03128,Todd,Stokes,griffinbrenda@woods-bell.com,-6045,Mezashire,MA,87725,3/23/2024,6,3204.94,No,80
D03129,Chelsea,Walker,matthew22@lopez.biz,001-605-643-2900x8895,North Aaronborough,TX,29203,12/3/2022,6,2343.9,No,85
D03130,Benjamin,Wilson,robinsonmegan@alvarado-mckee.com,9157275063,Underwoodchester,OH,75707,2/3/2025,22,14739.9,No,48
D03131,Joshua,Miller,stephanie33@carr.com,+1-622-982-2505x38653,Stevenchester,MO,76090,10/10/2023,29,13312.31,No,56
D03132,Douglas,Davis,kimberly06@gmail.com,235-848-4209,North Devon,ND,44301,8/21/2024,12,6674.11,No,44
D03133,Charlotte,Yang,reynoldsmatthew@hotmail.com,184-446-2042x457,South Mary,DC,49171,12/25/2022,22,22488.34,No,13
D03134,Heather,Pineda,steven75@martinez.net,+1-972-731-3921x1808,Hendersonmouth,MS,98609,5/6/2023,12,23185.61,No,4
D03135,Benjamin,Garner,kwolf@lucero.com,001-293-807-4385x72903,North Danny,PA,66765,3/1/2025,10,10077.23,No,95
D03136,Pamela,Wilson,nburke@gmail.com,(165)155-6733,Williamsbury,WV,96626,6/7/2023,23,22259.76,Yes,73
D03137,Martin,Richardson,nhamilton@anderson-patel.com,610.727.7876x597,Michaelfort,NY,47308,5/2/2023,26,9611.04,Yes,33
D03138,John,Castaneda,kerritownsend@gmail.com,246.057.0502,Yvonnechester,WY,35754,11/15/2022,6,18425.68,Yes,37
D03139,Julie,Finley,paulawall@gmail.com,001-119-250-5836x825,Garybury,IN,11256,5/1/2024,17,11909.04,Yes,53
D03140,Samantha,Ray,jacobpotter@gmail.com,001-170-245-5267x46934,North Amber,OR,17963,4/2/2022,19,3082.13,No,24
D03141,Penny,Smith,halljerome@summers-quinn.com,322-283-7213x0273,East Erinchester,MD,87013,8/22/2024,18,23199.8,Yes,89
D03142,Andrew,Brown,douglas34@harris.com,(204)484-0004,East Jeffreybury,DC,9949,12/16/2023,6,11363.33,No,51
D03143,Lisa,Nichols,jameseaton@gmail.com,(344)462-2792x817,Woodfort,MN,6574,5/20/2024,24,18367.49,No,41
D03144,Kevin,Boone,amandarichardson@miranda.info,(724)334-7720,Millerview,ID,13019,10/27/2024,19,9192,No,29
D03145,Juan,Whitney,steven71@mills.com,844-376-2825x599,Lake Kaitlynside,NE,57007,12/22/2023,10,491.64,No,59
D03146,Travis,Flores,yduncan@hotmail.com,848-275-9655x9876,Garciamouth,NJ,86519,1/17/2025,24,2531.25,Yes,40
D03147,Heather,Diaz,tphillips@parker-luna.com,001-941-300-8710x62359,Port Jeffreyberg,CO,14323,2/19/2025,8,12415.56,No,51
D03148,Corey,Shelton,tracy83@oliver-moore.com,+1-169-318-2446x4956,West Christian,AK,54735,5/18/2024,21,17255.31,Yes,50
D03149,Misty,Hogan,jamie27@holland.biz,001-656-602-0762x451,Weavermouth,NV,67923,12/2/2024,24,8381.69,No,36
D03150,Dennis,Meyer,josenixon@hotmail.com,096.127.3485,Melanieburgh,GA,85382,9/18/2024,6,17393.3,No,79
D03151,Terri,Guzman,walkerstephen@harrison.com,949.418.4426x5495,Markton,FL,66025,12/24/2022,21,17471.92,No,60
D03152,Scott,Walker,steeleandrew@davis.com,705.754.9415,Randyport,KS,96039,11/20/2022,25,17604.32,No,18
D03153,Margaret,Foster,lauren10@gmail.com,744.915.0222x95185,South Katrinamouth,AR,51506,1/3/2023,7,12323.2,No,20
D03154,Joseph,Medina,fosterryan@hotmail.com,+1-897-681-1655x08914,West Mistyland,RI,92608,4/29/2024,24,22873.86,Yes,5
D03155,Robert,Murray,powellstephen@yahoo.com,+1-087-699-1574x800,Jeffreyfort,LA,33947,2/12/2023,1,12240.13,Yes,18
D03156,Debbie,Thomas,truiz@hotmail.com,869-080-2678x2249,Zacharyborough,OH,32879,8/6/2022,27,11267.62,No,40
D03157,Jacob,Hahn,douglassilva@hotmail.com,9342749784,East Crystal,AK,62692,10/10/2022,18,5000.53,No,1
D03158,Jason,Hood,hallmatthew@thomas-harrison.com,522.815.5156x249,Joshuamouth,ND,31610,5/2/2024,24,7705.22,No,19
D03159,Madison,Porter,nguyenashlee@allen-rhodes.com,+1-372-995-2043x016,New Deborah,MI,74474,8/13/2024,28,1077.52,Yes,87
D03160,Joyce,Bryant,mperez@gilbert-stark.com,4263759972,South Christinechester,NC,10029,8/15/2022,25,15845.71,No,26
D03161,Katherine,Guzman,angelabailey@mitchell.com,001-846-858-5760,Sullivantown,NY,67705,10/8/2023,20,6228.42,No,29
D03162,Michelle,Thomas,harrisonwilliam@johnson.com,(057)599-7539x291,Alexandermouth,MA,38225,11/4/2023,12,7617.8,No,59
D03163,Lori,Ortega,jillduffy@james.com,-6069,Millerside,OK,82174,12/27/2023,16,19274.95,No,63
D03164,Zachary,Solis,jill73@bush.com,001-529-189-3580x5830,Sullivanberg,NJ,37945,11/3/2022,10,8193.99,No,98
D03165,Erik,Warner,nadams@hotmail.com,682.054.2602x442,Cooperhaven,OH,42482,10/4/2024,27,6070.05,Yes,83
D03166,Larry,George,acontreras@carpenter.org,001-117-384-9627x436,Christopherburgh,OH,57567,1/26/2023,10,4243.06,No,62
D03167,William,Parker,ana66@cordova.com,-1896,Denniston,NH,73900,5/17/2023,14,19375.96,Yes,48
D03168,Derek,Mooney,kevin78@hotmail.com,(355)044-0571,East Paul,ME,75678,10/27/2024,25,3260.06,Yes,62
D03169,Melissa,Martinez,npalmer@mccoy-ramirez.info,6208020110,New Craigburgh,OR,90867,4/5/2023,20,11354.77,No,18
D03170,Natasha,Shea,buchananchristina@gmail.com,125-886-0496x022,Port William,IA,89303,7/25/2022,10,12683.11,No,66
D03171,Anthony,Mccarthy,adavis@herman-wise.com,092-011-9885x52617,Stronghaven,VA,76036,3/20/2025,10,17191,No,27
D03172,James,Mendoza,mitchellkaren@baldwin.biz,(827)026-1259,Port Roberto,OH,69654,9/19/2024,26,15839.42,No,6
D03173,Marissa,Poole,robin33@hotmail.com,(797)604-0271,Lake Sarah,NY,69738,4/17/2022,25,20271.8,No,70
D03174,Mary,Simpson,manningkristin@hotmail.com,-5260,Lake Garyborough,NH,71395,12/22/2023,11,1137.89,Yes,59
D03175,John,Padilla,walterarmstrong@hotmail.com,400-351-8893x45764,Reillyland,GA,38248,8/7/2022,23,7425.09,No,6
D03176,Stephen,Bennett,fkim@hotmail.com,001-478-979-2691,Russoland,NE,59719,1/31/2023,2,7017.75,Yes,31
D03177,Samantha,Zavala,tdaniels@cole.net,616-466-6326,South John,MN,85617,6/6/2024,25,3667.5,No,94
D03178,Janet,Cook,qhill@williams-weiss.net,(318)829-7876x82458,Greenburgh,AR,81227,3/26/2023,20,7243.67,Yes,56
D03179,Joshua,Carey,wesleyfoster@hotmail.com,+1-485-166-2635x7548,East Mark,NM,96327,12/22/2023,8,7757.94,No,54
D03180,Madison,Clark,hernandezbrandon@hotmail.com,001-452-405-4168x33142,Lake Jessica,KS,84715,1/9/2023,23,13056.67,No,85
D03181,William,Oconnor,phillip92@yahoo.com,472-380-3270,Lake Erin,IL,81594,1/14/2024,29,16599.34,Yes,41
D03182,Cynthia,Cochran,kim35@rice-larson.com,544-027-4124x32058,New Elizabeth,NM,44190,9/27/2023,7,9539.89,No,18
D03183,David,Graves,loriparks@johnson-young.info,001-207-904-2661,West Ashley,UT,97818,5/11/2022,8,17992.37,Yes,87
D03184,Anthony,Williams,boydbrady@parrish-barnes.com,+1-367-634-8528x52958,New Thomas,WV,35426,7/15/2023,1,8417.41,Yes,23
